ENCERRAMENTO;UF;MUNICIPIO;QTE
2021-01-23;MG;BETIM;4
2021-01-23;PR;COLOMBO;8
2021-01-23;PR;MARINGA;2
2021-01-23;RJ;DUQUE DE CAXIAS;12
2021-01-23;RJ;NILOPOLIS;5
2021-01-23;RJ;NITEROI;5
2021-01-23;RJ;QUEIMADOS;1
2021-01-23;RJ;TERESOPOLIS;1
2021-01-23;RS;CAXIAS DO SUL;2
2021-01-23;RS;SANTA MARIA;2
2021-01-25;CE;FORTALEZA;2
2021-01-25;MT;SINOP;1
2021-01-25;PA;MARABA;2
2021-01-25;PE;OLINDA;2
2021-01-25;PR;CASCAVEL;1
2021-01-25;RJ;SAO GONCALO;2
2021-01-25;RS;NOVO HAMBURGO;3
2021-01-26;BA;BARREIRAS;3
2021-01-26;MG;ARAGUARI;3
2021-01-26;MG;POUSO ALEGRE;1
2021-01-26;MT;RONDONOPOLIS;4
2021-01-26;PR;CURITIBA;8
2021-01-26;PR;PONTA GROSSA;3
2021-01-26;RJ;NOVA IGUACU;3
2021-01-26;RO;PORTO VELHO;17
2021-01-27;AP;MACAPA;4
2021-01-27;BA;EUNAPOLIS;1
2021-01-27;BA;VITORIA DA CONQUISTA;1
2021-01-27;GO;GOIANIA;6
2021-01-27;GO;RIO VERDE;1
2021-01-27;MG;CONTAGEM;4
2021-01-27;MG;PATROCINIO;1
2021-01-27;MG;SETE LAGOAS;1
2021-01-27;RJ;ARMACAO DOS BUZIOS;1
2021-01-27;RS;VIAMAO;5
2021-01-27;SC;BLUMENAU;4
2021-01-27;SC;BRUSQUE;2
2021-01-27;SC;ITAJAI;2
2021-01-28;AM;MANAUS;12
2021-01-28;BA;FEIRA DE SANTANA;1
2021-01-28;CE;JUAZEIRO DO NORTE;4
2021-01-28;MG;DIVINOPOLIS;2
2021-01-28;MG;MONTES CLAROS;4
2021-01-28;MG;UBA;1
2021-01-28;MG;VARGINHA;4
2021-01-28;PE;RECIFE;4
2021-01-28;RJ;ANGRA DOS REIS;3
2021-01-28;RJ;PETROPOLIS;3
2021-01-28;RJ;SAO JOAO DE MERITI;8
2021-01-28;RJ;VOLTA REDONDA;2
2021-01-28;RS;CANOAS;2
2021-01-28;RS;PELOTAS;1
2021-01-28;RS;PORTO ALEGRE;1
2021-01-29;BA;SALVADOR;7
2021-01-29;DF;BRASILIA;18
2021-01-29;ES;VILA VELHA;1
2021-01-29;MA;SAO LUIS;6
2021-01-29;MG;VESPASIANO;1
2021-01-29;PR;LONDRINA;1
2021-01-29;PR;SAO JOSE DOS PINHAIS;11
2021-01-29;RJ;CABO FRIO;1
2021-01-29;RO;JI-PARANA;3
2021-01-29;TO;PALMAS;2
2021-01-30;CE;FORTALEZA;14
2021-01-30;DF;BRASILIA;12
2021-01-30;ES;CARIACICA;1
2021-01-30;MT;SINOP;1
2021-01-30;PA;ANANINDEUA;3
2021-01-30;PA;MARABA;6
2021-01-30;PE;OLINDA;1
2021-01-30;RJ;SAO GONCALO;4
2021-02-01;BA;BARREIRAS;7
2021-02-01;GO;MORRINHOS;2
2021-02-01;MG;ARAGUARI;1
2021-02-01;MT;RONDONOPOLIS;12
2021-02-01;PR;CURITIBA;22
2021-02-01;PR;PONTA GROSSA;3
2021-02-01;RO;PORTO VELHO;15
2021-02-01;RS;SAO LEOPOLDO;2
2021-02-01;SC;LAGES;1
2021-02-02;BA;FEIRA DE SANTANA;1
2021-02-02;BA;JUAZEIRO;1
2021-02-02;MG;DIVINOPOLIS;4
2021-02-02;MG;UBA;4
2021-02-02;MG;VARGINHA;3
2021-02-02;PA;BELEM;10
2021-02-02;RJ;NOVA IGUACU;6
2021-02-02;RJ;PETROPOLIS;4
2021-02-02;RJ;SAO JOAO DE MERITI;12
2021-02-02;RJ;VOLTA REDONDA;2
2021-02-02;RS;CANOAS;1
2021-02-02;RS;PELOTAS;1
2021-02-02;SC;RIO DO SUL;1
2021-02-03;AL;MACEIO;2
2021-02-03;AP;MACAPA;3
2021-02-03;BA;EUNAPOLIS;1
2021-02-03;GO;APARECIDA DE GOIANIA;8
2021-01-18;MG;VESPASIANO;2
2021-01-18;PA;BELEM;9
2021-01-18;PR;FOZ DO IGUACU;1
2021-01-18;RJ;CABO FRIO;3
2021-01-18;RJ;ITAGUAI;3
2021-01-18;RJ;MESQUITA;1
2021-01-18;RJ;PETROPOLIS;5
2021-01-18;RJ;SAO JOAO DE MERITI;8
2021-01-18;RJ;VOLTA REDONDA;4
2021-01-18;RS;PELOTAS;1
2021-01-18;TO;PALMAS;2
2021-01-19;ES;VITORIA;1
2021-01-19;MS;DOURADOS;4
2021-01-19;PA;BELEM;8
2021-01-19;PB;JOAO PESSOA;1
2021-01-19;PE;OLINDA;1
2021-01-19;PI;PARNAIBA;4
2021-01-19;PR;CASCAVEL;5
2021-01-19;RJ;MESQUITA;1
2021-01-19;RJ;RIO DE JANEIRO;19
2021-01-19;RR;BOA VISTA;9
2021-01-20;BA;JUAZEIRO;1
2021-01-20;MG;JUIZ DE FORA;4
2021-01-20;MT;SINOP;2
2021-01-20;PI;TERESINA;5
2021-01-20;PR;ALMIRANTE TAMANDARE;4
2021-01-20;PR;SAO JOSE DOS PINHAIS;19
2021-01-20;RJ;BELFORD ROXO;2
2021-01-20;RS;SANTA CRUZ DO SUL;1
2021-01-21;MG;GOVERNADOR VALADARES;1
2021-01-21;MG;PATROCINIO;1
2021-01-21;MG;SETE LAGOAS;2
2021-01-21;MT;RONDONOPOLIS;5
2021-01-21;PI;TERESINA;4
2021-01-21;RJ;BELFORD ROXO;2
2021-01-22;AM;MANAUS;12
2021-01-22;BA;VITORIA DA CONQUISTA;3
2021-01-22;CE;JUAZEIRO DO NORTE;4
2021-01-22;MA;SANTA INES;1
2021-01-22;MG;CONTAGEM;3
2021-01-22;MG;DIVINOPOLIS;4
2021-01-22;MG;GOVERNADOR VALADARES;2
2021-01-22;MG;MONTES CLAROS;8
2021-01-22;MG;PATROCINIO;2
2021-01-22;MG;SETE LAGOAS;5
2021-01-22;MG;UBA;4
2021-01-22;MT;CUIABA;1
2021-01-22;RJ;ANGRA DOS REIS;3
2021-01-22;RJ;PETROPOLIS;4
2021-01-22;RS;ALVORADA;4
2021-01-22;RS;PORTO ALEGRE;5
2021-01-22;RS;SANTO ANGELO;1
2021-01-22;RS;VIAMAO;1
2021-01-22;SC;ITAJAI;1
2021-01-22;SC;JOINVILLE;1
2021-01-23;AM;MANAUS;5
2021-01-23;DF;BRASILIA;13
2021-01-23;MG;DIVINOPOLIS;4
2021-01-23;MG;MONTES CLAROS;2
2021-01-23;MG;UBA;2
2021-01-23;MG;VARGINHA;2
2021-01-23;RJ;ANGRA DOS REIS;1
2021-01-23;RJ;PETROPOLIS;5
2021-01-23;RJ;SAO JOAO DE MERITI;8
2021-01-23;RJ;VOLTA REDONDA;2
2021-01-23;RS;NOVO HAMBURGO;2
2021-01-23;RS;PORTO ALEGRE;7
2021-01-23;SC;CHAPECO;1
2021-01-25;ES;SERRA;1
2021-01-25;MG;POCOS DE CALDAS;1
2021-01-25;MS;DOURADOS;4
2021-01-25;MT;RONDONOPOLIS;3
2021-01-25;PI;PARNAIBA;1
2021-01-25;RJ;NILOPOLIS;4
2021-01-25;RS;CAXIAS DO SUL;4
2021-01-25;RS;VIAMAO;1
2021-01-26;AL;MACEIO;1
2021-01-26;MS;DOURADOS;6
2021-01-26;PA;BELEM;6
2021-01-26;PI;PARNAIBA;1
2021-01-26;PR;CASCAVEL;1
2021-01-26;RJ;ITAGUAI;2
2021-01-26;RJ;SAO JOAO DE MERITI;7
2021-01-26;RJ;VOLTA REDONDA;3
2021-01-26;RS;PELOTAS;1
2021-01-26;RS;SANTO ANGELO;1
2021-01-27;MA;SAO LUIS;12
2021-01-27;MG;ARAGUARI;1
2021-01-27;MS;CAMPO GRANDE;1
2021-01-27;PA;BELEM;7
2021-01-27;PE;OLINDA;3
2021-01-27;PR;CASCAVEL;7
2021-01-27;RJ;CABO FRIO;3
2021-01-27;RJ;MESQUITA;1
2021-01-27;RJ;NOVA IGUACU;2
2021-01-27;RS;SAO LEOPOLDO;4
2021-01-27;SC;FLORIANOPOLIS;3
2021-01-27;TO;PALMAS;6
2021-01-28;MG;ARAGUARI;1
2021-01-28;MG;BELO HORIZONTE;9
2021-01-28;MG;POCOS DE CALDAS;1
2021-01-28;MG;VESPASIANO;1
2021-01-28;PR;COLOMBO;4
2021-01-28;RJ;NITEROI;1
2021-01-28;RJ;NOVA IGUACU;4
2021-01-28;RS;CAXIAS DO SUL;1
2021-01-28;RS;SANTA MARIA;1
2021-01-28;RS;SAO LEOPOLDO;5
2021-01-29;AP;MACAPA;5
2021-01-29;ES;VITORIA;5
2021-01-29;MG;BELO HORIZONTE;9
2021-01-29;PI;PARNAIBA;1
2021-01-29;PR;COLOMBO;9
2021-01-29;RJ;NITEROI;2
2021-01-29;RJ;RIO DE JANEIRO;17
2021-01-29;RR;BOA VISTA;14
2021-01-29;RS;SANTA MARIA;1
2021-01-30;ES;SERRA;1
2021-01-30;MG;BELO HORIZONTE;12
2021-01-30;MG;POCOS DE CALDAS;2
2021-01-30;MS;DOURADOS;13
2021-01-30;PR;COLOMBO;14
2021-01-30;RJ;NILOPOLIS;2
2021-01-30;RN;NATAL;4
2021-01-30;RS;CAXIAS DO SUL;4
2021-01-30;SC;CRICIUMA;1
2021-02-01;BA;FEIRA DE SANTANA;1
2021-02-01;BA;JUAZEIRO;2
2021-02-01;GO;APARECIDA DE GOIANIA;15
2021-02-01;PR;PINHAIS;4
2021-02-01;RO;VILHENA;1
2021-02-01;RS;CANOAS;4
2021-02-01;SC;RIO DO SUL;1
2021-02-02;AP;MACAPA;4
2021-02-02;BA;BARREIRAS;5
2021-02-02;MG;ARAGUARI;2
2021-02-02;MG;BELO HORIZONTE;6
2021-02-02;MG;CATAGUASES;1
2021-02-02;PR;COLOMBO;12
2021-02-02;PR;CURITIBA;20
2021-02-02;PR;PONTA GROSSA;5
2021-02-02;RJ;NITEROI;2
2021-02-02;RO;PORTO VELHO;10
2021-02-02;RS;SANTA MARIA;3
2021-02-02;RS;SAO LEOPOLDO;1
2021-02-03;MG;ARAGUARI;2
2021-02-03;MG;CATAGUASES;1
2021-02-03;MS;CAMPO GRANDE;4
2021-02-03;PE;OLINDA;2
2021-02-03;PR;CASCAVEL;4
2021-02-03;PR;PONTA GROSSA;3
2021-02-03;RS;SAO LEOPOLDO;1
2021-01-01;GO;APARECIDA DE GOIANIA;8
2021-01-01;MG;JUIZ DE FORA;1
2021-01-02;AP;MACAPA;1
2021-01-02;GO;GOIANIA;7
2021-01-02;PR;PONTA GROSSA;3
2021-01-02;RO;PORTO VELHO;13
2021-01-04;MG;ARAGUARI;2
2021-01-04;MS;CAMPO GRANDE;5
2021-01-04;PI;PARNAIBA;1
2021-01-04;PR;PONTA GROSSA;2
2021-01-04;RJ;NITEROI;4
2021-01-04;RO;PORTO VELHO;30
2021-01-04;RS;SAO LEOPOLDO;4
2021-01-05;BA;BARREIRAS;3
2021-01-05;CE;FORTALEZA;10
2021-01-05;ES;VITORIA;2
2021-01-05;GO;ANAPOLIS;1
2021-01-05;MG;POUSO ALEGRE;1
2021-01-05;PA;ANANINDEUA;1
2021-01-05;PA;MARABA;8
2021-01-05;PE;OLINDA;3
2021-01-05;PR;CASCAVEL;2
2021-01-05;PR;CURITIBA;16
2021-01-05;RJ;NOVA IGUACU;2
2021-01-05;RJ;RIO DE JANEIRO;21
2021-01-05;RR;BOA VISTA;14
2021-01-05;RS;SANTA MARIA;3
2021-01-05;SC;BLUMENAU;9
2021-01-05;SC;TUBARAO;1
2021-01-06;MA;SAO LUIS;10
2021-01-06;MG;ARAGUARI;1
2021-01-06;MG;POCOS DE CALDAS;1
2021-01-06;MS;DOURADOS;5
2021-01-06;PA;BELEM;7
2021-01-06;PI;PARNAIBA;5
2021-01-06;RJ;NITEROI;2
2021-01-06;RN;NATAL;2
2021-01-06;RS;CAXIAS DO SUL;3
2021-01-06;RS;SAO LEOPOLDO;1
2021-01-06;TO;PALMAS;3
2021-01-07;ES;VITORIA;2
2021-01-07;MG;BELO HORIZONTE;8
2021-01-07;PE;OLINDA;2
2021-01-07;PR;CASCAVEL;2
2021-01-07;PR;COLOMBO;6
2021-01-07;RJ;NOVA IGUACU;4
2021-01-07;RJ;RIO DE JANEIRO;15
2021-01-07;RR;BOA VISTA;15
2021-01-07;RS;SANTA MARIA;1
2021-01-08;MA;SAO LUIS;16
2021-01-08;MG;POCOS DE CALDAS;2
2021-01-08;MG;VESPASIANO;1
2021-01-08;MS;CAMPO GRANDE;1
2021-01-08;MS;DOURADOS;1
2021-01-08;PA;BELEM;4
2021-01-08;PI;PARNAIBA;3
2021-01-08;RJ;SAO JOAO DE MERITI;5
2021-01-08;RJ;VOLTA REDONDA;2
2021-01-08;RS;CAXIAS DO SUL;7
2021-01-08;RS;SAO LEOPOLDO;2
2021-01-08;TO;PALMAS;5
2021-01-09;ES;VITORIA;1
2021-01-09;MG;BELO HORIZONTE;9
2021-01-09;PE;OLINDA;3
2021-01-09;PR;COLOMBO;8
2021-01-09;RJ;CABO FRIO;4
2021-01-09;RJ;MESQUITA;1
2021-01-09;RJ;NILOPOLIS;3
2021-01-09;RJ;NOVA IGUACU;6
2021-01-09;RJ;RIO DE JANEIRO;17
2021-01-09;RR;BOA VISTA;11
2021-01-09;RS;PELOTAS;2
2021-01-09;SC;CRICIUMA;1
2021-01-10;DF;BRASILIA;1
2021-01-10;MG;GOVERNADOR VALADARES;1
2021-01-11;ES;VITORIA;3
2021-01-11;MG;BELO HORIZONTE;7
2021-01-11;PE;OLINDA;4
2021-01-11;PR;CASCAVEL;3
2021-01-11;PR;COLOMBO;11
2021-01-11;RJ;NOVA IGUACU;7
2021-01-11;RJ;RIO DE JANEIRO;21
2021-01-11;RR;BOA VISTA;18
2021-01-11;RS;SANTA MARIA;2
2021-01-12;MA;SAO LUIS;12
2021-01-12;MG;CATAGUASES;1
2021-01-12;MG;VESPASIANO;1
2021-01-12;MS;CAMPO GRANDE;2
2021-01-12;MS;DOURADOS;7
2021-01-12;PA;BELEM;9
2021-01-12;PI;PARNAIBA;5
2021-01-12;RJ;NITEROI;2
2021-01-12;RN;NATAL;2
2021-01-12;RS;CAXIAS DO SUL;8
2021-01-12;RS;SAO LEOPOLDO;5
2021-01-12;TO;PALMAS;1
2021-01-13;BA;BARREIRAS;4
2021-01-13;CE;FORTALEZA;17
2021-01-13;ES;VITORIA;2
2021-01-13;GO;RIO VERDE;1
2021-01-13;MG;POUSO ALEGRE;2
2021-01-13;PA;ANANINDEUA;1
2021-01-13;PA;MARABA;3
2021-01-13;PE;OLINDA;3
2021-01-13;PE;RECIFE;1
2021-01-13;PR;CURITIBA;15
2021-01-13;RR;BOA VISTA;14
2021-01-13;RS;SANTA MARIA;1
2021-01-13;SC;BLUMENAU;3
2021-01-14;AP;MACAPA;8
2021-01-14;ES;CACHOEIRO DE ITAPEMIRIM;2
2021-01-14;MG;ARAGUARI;5
2021-01-14;MG;CATAGUASES;1
2021-01-14;PR;PONTA GROSSA;10
2021-01-14;RJ;NITEROI;3
2021-01-14;RO;PORTO VELHO;20
2021-01-14;RS;SAO LEOPOLDO;3
2021-01-15;BA;BARREIRAS;7
2021-01-15;BA;JUAZEIRO;1
2021-01-15;BA;SALVADOR;8
2021-01-15;CE;FORTALEZA;13
2021-01-15;GO;APARECIDA DE GOIANIA;14
2021-01-15;MG;POUSO ALEGRE;2
2021-01-15;PA;ANANINDEUA;2
2021-01-15;PA;MARABA;7
2021-01-15;PE;RECIFE;3
2021-01-15;PR;ALMIRANTE TAMANDARE;1
2021-01-15;PR;CURITIBA;8
2021-01-15;PR;SAO JOSE DOS PINHAIS;14
2021-01-15;RJ;ARMACAO DOS BUZIOS;2
2021-01-15;RO;JI-PARANA;8
2021-01-15;SC;BLUMENAU;5
2021-01-15;SC;TUBARAO;1
2021-01-16;AP;MACAPA;3
2021-01-16;BA;FEIRA DE SANTANA;1
2021-01-16;GO;GOIANIA;4
2021-01-16;PR;PONTA GROSSA;3
2021-01-16;RJ;QUEIMADOS;1
2021-01-16;RO;PORTO VELHO;13
2021-01-16;RS;CANOAS;1
2021-01-16;SC;RIO DO SUL;2
2021-01-17;GO;APARECIDA DE GOIANIA;2
2021-01-18;AC;RIO BRANCO;10
2021-01-18;BA;EUNAPOLIS;1
2021-01-18;GO;GOIANIA;7
2021-01-18;MG;BETIM;4
2021-01-18;RJ;DUQUE DE CAXIAS;7
2021-01-18;RJ;MANGARATIBA;1
2021-01-18;RJ;QUEIMADOS;3
2021-01-18;RJ;TERESOPOLIS;3
2021-01-18;RS;CANOAS;10
2021-01-18;RS;PASSO FUNDO;2
2021-01-18;SC;RIO DO SUL;1
2021-01-01;MT;SINOP;1
2021-01-02;AL;MACEIO;1
2021-01-02;GO;APARECIDA DE GOIANIA;5
2021-01-02;MG;JUIZ DE FORA;2
2021-01-02;PR;SAO JOSE DOS PINHAIS;12
2021-01-02;RJ;ARMACAO DOS BUZIOS;1
2021-01-02;RJ;CABO FRIO;3
2021-01-02;RJ;NOVA IGUACU;1
2021-01-02;RJ;RIO DE JANEIRO;5
2021-01-02;RO;JI-PARANA;3
2021-01-02;RR;BOA VISTA;4
2021-01-04;BA;SALVADOR;3
2021-01-04;GO;APARECIDA DE GOIANIA;17
2021-01-04;MG;CONTAGEM;2
2021-01-04;MT;CUIABA;2
2021-01-04;PA;ANANINDEUA;1
2021-01-04;PA;MARABA;3
2021-01-04;PR;SAO JOSE DOS PINHAIS;7
2021-01-04;RJ;ARMACAO DOS BUZIOS;3
2021-01-04;RJ;CABO FRIO;3
2021-01-04;RO;JI-PARANA;5
2021-01-04;RS;VIAMAO;2
2021-01-04;SC;BLUMENAU;1
2021-01-05;AC;RIO BRANCO;14
2021-01-05;MG;BETIM;5
2021-01-05;MG;POCOS DE CALDAS;1
2021-01-05;MG;UBA;3
2021-01-05;PA;BELEM;5
2021-01-05;RJ;DUQUE DE CAXIAS;8
2021-01-05;RJ;SAO JOAO DE MERITI;5
2021-01-05;RJ;TERESOPOLIS;1
2021-01-05;RJ;VOLTA REDONDA;2
2021-01-05;RS;CANOAS;7
2021-01-05;RS;CAXIAS DO SUL;4
2021-01-05;SC;RIO DO SUL;1
2021-01-06;BA;ITABUNA;1
2021-01-06;BA;SALVADOR;7
2021-01-06;CE;FORTALEZA;13
2021-01-06;MG;CONTAGEM;1
2021-01-06;MT;CUIABA;1
2021-01-06;PA;ANANINDEUA;1
2021-01-06;PA;MARABA;3
2021-01-06;RJ;SAO GONCALO;2
2021-01-06;RS;NOVO HAMBURGO;3
2021-01-06;RS;VIAMAO;5
2021-01-06;SC;BLUMENAU;2
2021-01-07;AM;MANAUS;10
2021-01-07;BA;FEIRA DE SANTANA;1
2021-01-07;CE;JUAZEIRO DO NORTE;5
2021-01-07;MG;DIVINOPOLIS;3
2021-01-07;MG;MONTES CLAROS;6
2021-01-07;MG;UBA;1
2021-01-07;PR;PONTA GROSSA;5
2021-01-07;RJ;PETROPOLIS;5
2021-01-07;RJ;QUEIMADOS;1
2021-01-07;RJ;SAO JOAO DE MERITI;9
2021-01-07;RJ;VOLTA REDONDA;5
2021-01-07;RO;PORTO VELHO;13
2021-01-07;RS;CANOAS;6
2021-01-08;BA;ITABUNA;2
2021-01-08;CE;FORTALEZA;9
2021-01-08;MA;SANTA INES;1
2021-01-08;MG;CONTAGEM;2
2021-01-08;MT;CUIABA;1
2021-01-08;MT;SINOP;2
2021-01-08;PA;MARABA;6
2021-01-08;PE;OLINDA;3
2021-01-08;RJ;SAO GONCALO;3
2021-01-08;RS;NOVO HAMBURGO;1
2021-01-08;RS;SANTA CRUZ DO SUL;1
2021-01-08;RS;SANTA MARIA;1
2021-01-08;RS;SANTO ANGELO;1
2021-01-08;RS;VIAMAO;4
2021-01-08;SC;BLUMENAU;2
2021-01-09;AM;MANAUS;13
2021-01-09;CE;JUAZEIRO DO NORTE;3
2021-01-09;MG;DIVINOPOLIS;4
2021-01-09;MG;MONTES CLAROS;6
2021-01-09;MG;UBA;2
2021-01-09;PR;PONTA GROSSA;1
2021-01-09;RJ;PETROPOLIS;4
2021-01-09;RJ;QUEIMADOS;1
2021-01-09;RJ;SAO JOAO DE MERITI;6
2021-01-09;RJ;VOLTA REDONDA;6
2021-01-09;RO;PORTO VELHO;17
2021-01-09;RS;CANOAS;5
2021-01-09;SC;JOINVILLE;1
2021-01-11;MG;BETIM;3
2021-01-11;MG;DIVINOPOLIS;6
2021-01-11;MG;MONTES CLAROS;1
2021-01-11;MG;POCOS DE CALDAS;3
2021-01-11;MG;UBA;7
2021-01-11;PA;BELEM;10
2021-01-11;RJ;PETROPOLIS;6
2021-01-11;RJ;QUEIMADOS;1
2021-01-11;RJ;SAO JOAO DE MERITI;8
2021-01-11;RJ;VOLTA REDONDA;6
2021-01-11;RO;PORTO VELHO;18
2021-01-11;RS;CANOAS;3
2021-01-12;BA;SALVADOR;14
2021-01-12;CE;FORTALEZA;10
2021-01-12;GO;RIO VERDE;1
2021-01-12;MG;CONTAGEM;2
2021-01-12;PA;ANANINDEUA;3
2021-01-12;PA;MARABA;9
2021-01-12;PR;SAO JOSE DOS PINHAIS;12
2021-01-12;RJ;ARMACAO DOS BUZIOS;3
2021-01-12;RS;NOVO HAMBURGO;7
2021-01-12;RS;VIAMAO;2
2021-01-12;SC;BLUMENAU;10
2021-01-13;AC;RIO BRANCO;10
2021-01-13;MG;BETIM;4
2021-01-13;PA;BELEM;13
2021-01-13;PR;FOZ DO IGUACU;1
2021-01-13;RJ;DUQUE DE CAXIAS;11
2021-01-13;RJ;QUEIMADOS;2
2021-01-13;RJ;SAO JOAO DE MERITI;11
2021-01-13;RJ;VOLTA REDONDA;2
2021-01-13;RS;CANOAS;6
2021-01-13;RS;CAXIAS DO SUL;7
2021-01-13;SC;RIO DO SUL;1
2021-01-14;AL;MACEIO;1
2021-01-14;BA;SALVADOR;11
2021-01-14;GO;APARECIDA DE GOIANIA;19
2021-01-14;MG;CONTAGEM;2
2021-01-14;MG;JUIZ DE FORA;2
2021-01-14;MT;CUIABA;1
2021-01-14;PR;ALMIRANTE TAMANDARE;4
2021-01-14;PR;PINHAIS;3
2021-01-14;PR;SAO JOSE DOS PINHAIS;12
2021-01-14;RJ;ARMACAO DOS BUZIOS;2
2021-01-14;RJ;CABO FRIO;4
2021-01-14;RO;JI-PARANA;10
2021-01-14;RS;VIAMAO;3
2021-01-14;SC;BLUMENAU;3
2021-01-14;SE;ARACAJU;1
2021-01-15;AC;RIO BRANCO;5
2021-01-15;ES;CARIACICA;1
2021-01-15;MG;BETIM;3
2021-01-15;MG;RIBEIRAO DAS NEVES;1
2021-01-15;MT;SINOP;2
2021-01-15;PA;BELEM;10
2021-01-15;RJ;DUQUE DE CAXIAS;8
2021-01-15;RJ;NITEROI;2
2021-01-15;RJ;SAO GONCALO;2
2021-01-15;RJ;TERESOPOLIS;1
2021-01-15;RS;CAXIAS DO SUL;2
2021-01-15;RS;NOVO HAMBURGO;4
2021-01-16;GO;APARECIDA DE GOIANIA;16
2021-01-16;MG;JUIZ DE FORA;6
2021-01-02;MA;SAO LUIS;4
2021-01-02;MG;LEOPOLDINA;2
2021-01-02;MS;CAMPO GRANDE;1
2021-01-02;MS;DOURADOS;3
2021-01-02;PI;PARNAIBA;1
2021-01-02;PI;TERESINA;4
2021-01-02;RJ;BARRA MANSA;1
2021-01-02;RN;NATAL;2
2021-01-02;RS;SAO LEOPOLDO;1
2021-01-02;TO;PALMAS;1
2021-01-04;AP;MACAPA;6
2021-01-04;DF;BRASILIA;25
2021-01-04;GO;GOIANIA;4
2021-01-04;MA;SAO LUIS;14
2021-01-04;MG;VESPASIANO;1
2021-01-04;MS;DOURADOS;6
2021-01-04;RS;PASSO FUNDO;1
2021-01-04;TO;PALMAS;3
2021-01-05;ES;SERRA;1
2021-01-05;MG;BELO HORIZONTE;5
2021-01-05;PE;CARUARU;2
2021-01-05;PE;RECIFE;1
2021-01-05;PR;COLOMBO;7
2021-01-05;PR;MARINGA;1
2021-01-05;RJ;ITAGUAI;4
2021-01-05;RJ;MESQUITA;1
2021-01-05;RJ;NILOPOLIS;2
2021-01-05;RS;PELOTAS;3
2021-01-06;AP;MACAPA;7
2021-01-06;BA;TEIXEIRA DE FREITAS;1
2021-01-06;BA;VITORIA DA CONQUISTA;1
2021-01-06;DF;BRASILIA;21
2021-01-06;GO;GOIANIA;8
2021-01-06;MG;GOVERNADOR VALADARES;2
2021-01-06;MG;PATROCINIO;2
2021-01-06;MG;SETE LAGOAS;2
2021-01-06;RS;PASSO FUNDO;2
2021-01-06;SC;ITAJAI;1
2021-01-07;BA;BARREIRAS;1
2021-01-07;ES;SERRA;1
2021-01-07;GO;MORRINHOS;1
2021-01-07;MG;VARGINHA;2
2021-01-07;MT;RONDONOPOLIS;6
2021-01-07;PE;CARUARU;3
2021-01-07;PE;RECIFE;3
2021-01-07;PR;CURITIBA;14
2021-01-07;RJ;ANGRA DOS REIS;4
2021-01-07;RJ;NILOPOLIS;1
2021-01-07;RS;PORTO ALEGRE;6
2021-01-07;SC;TUBARAO;1
2021-01-08;AP;MACAPA;7
2021-01-08;DF;BRASILIA;22
2021-01-08;ES;NOVA VENECIA;1
2021-01-08;GO;GOIANIA;6
2021-01-08;MG;PATROCINIO;2
2021-01-08;MG;SETE LAGOAS;1
2021-01-08;RJ;NITEROI;2
2021-01-08;RS;PASSO FUNDO;1
2021-01-08;SC;BRUSQUE;1
2021-01-08;SC;ITAJAI;1
2021-01-09;BA;BARREIRAS;6
2021-01-09;BA;LAURO DE FREITAS;1
2021-01-09;GO;MORRINHOS;1
2021-01-09;MG;POUSO ALEGRE;1
2021-01-09;MG;VARGINHA;3
2021-01-09;MT;RONDONOPOLIS;11
2021-01-09;PB;JOAO PESSOA;1
2021-01-09;PE;RECIFE;2
2021-01-09;PR;CURITIBA;8
2021-01-09;RJ;ANGRA DOS REIS;3
2021-01-09;RJ;ITAGUAI;1
2021-01-09;RS;PORTO ALEGRE;1
2021-01-11;BA;BARREIRAS;1
2021-01-11;BA;JUAZEIRO;2
2021-01-11;MG;POUSO ALEGRE;1
2021-01-11;MT;RONDONOPOLIS;13
2021-01-11;PE;CARUARU;2
2021-01-11;PR;CURITIBA;17
2021-01-11;RJ;ANGRA DOS REIS;1
2021-01-11;RJ;ITAGUAI;2
2021-01-11;RJ;NILOPOLIS;2
2021-01-11;RS;PORTO ALEGRE;7
2021-01-12;AP;MACAPA;7
2021-01-12;BA;EUNAPOLIS;1
2021-01-12;DF;BRASILIA;35
2021-01-12;GO;GOIANIA;8
2021-01-12;MG;GOVERNADOR VALADARES;1
2021-01-12;MG;PATROCINIO;2
2021-01-12;RS;PASSO FUNDO;3
2021-01-13;BA;JUAZEIRO;1
2021-01-13;ES;SERRA;1
2021-01-13;MG;BELO HORIZONTE;5
2021-01-13;PE;CARUARU;1
2021-01-13;PR;CASCAVEL;5
2021-01-13;PR;COLOMBO;12
2021-01-13;PR;MARINGA;4
2021-01-13;RJ;ITAGUAI;1
2021-01-13;RJ;MESQUITA;2
2021-01-13;RJ;NILOPOLIS;7
2021-01-14;BA;EUNAPOLIS;2
2021-01-14;DF;BRASILIA;19
2021-01-14;GO;GOIANIA;13
2021-01-14;MA;SAO LUIS;12
2021-01-14;MG;VESPASIANO;1
2021-01-14;MS;CAMPO GRANDE;2
2021-01-14;MS;DOURADOS;2
2021-01-14;RJ;BARRA MANSA;1
2021-01-14;RN;NATAL;1
2021-01-14;RO;VILHENA;3
2021-01-14;RS;PASSO FUNDO;2
2021-01-14;SC;BRUSQUE;2
2021-01-14;TO;PALMAS;3
