ENCERRAMENTO;UF;MUNICIPIO;QTE
2021-10-26;PA;ANANINDEUA;7
2021-10-26;PA;MARABA;7
2021-10-26;PR;CURITIBA;28
2021-10-26;PR;PONTA GROSSA;6
2021-10-26;RO;PORTO VELHO;10
2021-10-26;RS;PASSO FUNDO;1
2021-10-27;AP;MACAPA;6
2021-10-27;BA;BARREIRAS;2
2021-10-27;BA;EUNAPOLIS;2
2021-10-27;GO;GOIANIA;22
2021-10-27;GO;RIO VERDE;4
2021-10-27;MG;POUSO ALEGRE;1
2021-10-27;PE;CARUARU;3
2021-10-27;PR;CURITIBA;30
2021-10-27;PR;PONTA GROSSA;11
2021-10-27;RJ;ARMACAO DOS BUZIOS;2
2021-10-27;RJ;BARRA MANSA;1
2021-10-27;RJ;QUEIMADOS;3
2021-10-27;RO;PORTO VELHO;6
2021-10-27;SC;BLUMENAU;4
2021-10-28;AL;ARAPIRACA;1
2021-10-28;AP;MACAPA;8
2021-10-28;ES;VITORIA;6
2021-10-28;GO;RIO VERDE;3
2021-10-28;MG;BELO HORIZONTE;15
2021-10-28;PB;JOAO PESSOA;1
2021-10-28;PR;COLOMBO;10
2021-10-28;RJ;NITEROI;2
2021-10-28;RJ;RIO DE JANEIRO;26
2021-10-28;RR;BOA VISTA;12
2021-10-28;RS;SANTA MARIA;3
2021-10-28;SC;CRICIUMA;1
2021-10-29;CE;FORTALEZA;5
2021-10-29;ES;CACHOEIRO DE ITAPEMIRIM;5
2021-10-29;ES;VITORIA;1
2021-10-29;GO;ANAPOLIS;1
2021-10-29;PA;ANANINDEUA;2
2021-10-29;PA;MARABA;1
2021-10-29;PB;JOAO PESSOA;2
2021-10-29;PE;OLINDA;2
2021-10-29;RJ;RIO DE JANEIRO;21
2021-10-29;RR;BOA VISTA;17
2021-10-29;RS;MARAU;1
2021-10-29;RS;PASSO FUNDO;6
2021-10-30;BA;BARREIRAS;3
2021-10-30;BA;SALVADOR;5
2021-10-30;CE;FORTALEZA;9
2021-10-30;MG;POUSO ALEGRE;1
2021-10-30;PA;ANANINDEUA;1
2021-10-30;PA;MARABA;6
2021-10-30;PR;CURITIBA;17
2021-10-30;PR;PONTA GROSSA;10
2021-10-30;RO;PORTO VELHO;4
2021-10-30;RS;PASSO FUNDO;1
2021-11-01;BA;BARREIRAS;2
2021-11-01;BA;ITABUNA;1
2021-11-01;BA;SALVADOR;7
2021-11-01;CE;FORTALEZA;14
2021-11-01;GO;APARECIDA DE GOIANIA;26
2021-11-01;MG;POUSO ALEGRE;3
2021-11-01;PA;ANANINDEUA;1
2021-11-01;PR;CURITIBA;26
2021-11-01;PR;PONTA GROSSA;9
2021-11-01;PR;SAO JOSE DOS PINHAIS;27
2021-11-01;RO;PORTO VELHO;14
2021-11-01;RO;VILHENA;6
2021-11-01;RS;PASSO FUNDO;2
2021-11-02;DF;BRASILIA;9
2021-11-02;ES;SERRA;2
2021-11-02;GO;JATAI;2
2021-11-02;TO;PALMAS;1
2021-11-03;AM;MANAUS;19
2021-11-03;CE;JUAZEIRO DO NORTE;4
2021-11-03;DF;BRASILIA;42
2021-11-03;MG;DIVINOPOLIS;1
2021-11-03;MG;MONTES CLAROS;7
2021-11-03;MG;POCOS DE CALDAS;2
2021-11-03;MG;SAO LOURENCO;1
2021-11-03;MG;UBA;1
2021-11-03;MG;VARGINHA;3
2021-11-03;MS;DOURADOS;12
2021-11-03;PR;ARAUCARIA;2
2021-11-03;PR;COLOMBO;18
2021-11-03;RJ;ANGRA DOS REIS;5
2021-11-03;RJ;ITAGUAI;1
2021-11-03;RJ;PETROPOLIS;6
2021-11-03;RJ;SAO JOAO DE MERITI;10
2021-11-03;RJ;SAO PEDRO DA ALDEIA;1
2021-11-03;RJ;VOLTA REDONDA;5
2021-11-03;RR;BOA VISTA;24
2021-11-03;RS;NOVO HAMBURGO;8
2021-11-03;RS;PELOTAS;2
2021-11-03;RS;PORTO ALEGRE;9
2021-11-03;TO;PALMAS;7
2021-11-04;PA;BELEM;19
2021-11-04;PR;CASCAVEL;9
2021-11-04;RJ;ITAGUAI;1
2021-11-04;RJ;RIO DE JANEIRO;41
2021-11-04;RS;PELOTAS;3
2021-11-05;ES;SERRA;6
2021-11-05;MG;CONTAGEM;7
2021-11-05;PA;MARABA;3
2021-11-05;RJ;NILOPOLIS;7
2021-11-05;RN;NATAL;1
2021-11-05;RS;CAXIAS DO SUL;9
2021-11-05;RS;GARIBALDI;1
2021-11-05;RS;SANTO ANGELO;3
2021-11-05;RS;VIAMAO;6
2021-11-05;SC;CRICIUMA;1
2021-11-06;ES;CARIACICA;4
2021-11-06;ES;NOVA VENECIA;1
2021-11-06;MG;JUIZ DE FORA;2
2021-11-06;MS;DOURADOS;8
2021-11-06;MT;JUINA;1
2021-11-06;MT;SINOP;1
2021-11-06;PR;FOZ DO IGUACU;1
2021-11-06;RJ;BELFORD ROXO;5
2021-11-06;RJ;MESQUITA;2
2021-11-06;RJ;SAO GONCALO;1
2021-11-06;RS;NOVO HAMBURGO;3
2021-11-06;RS;SANTA CRUZ DO SUL;2
2021-11-07;MG;GOVERNADOR VALADARES;1
2021-11-08;AL;ARAPIRACA;1
2021-11-08;AM;MANAUS;22
2021-11-08;BA;JEQUIE;1
2021-11-08;BA;TEIXEIRA DE FREITAS;1
2021-11-03;RJ;BARRA MANSA;1
2021-11-03;RJ;BELFORD ROXO;12
2021-11-03;RN;NATAL;1
2021-11-03;RS;SAO LEOPOLDO;5
2021-11-04;BA;ITABUNA;3
2021-11-04;BA;TEIXEIRA DE FREITAS;2
2021-11-04;BA;VITORIA DA CONQUISTA;1
2021-11-04;CE;FORTALEZA;7
2021-11-04;DF;BRASILIA;47
2021-11-04;GO;RIO VERDE;2
2021-11-04;MG;SETE LAGOAS;4
2021-11-04;PA;ANANINDEUA;2
2021-11-04;PE;OLINDA;3
2021-11-04;PI;TERESINA;4
2021-11-04;RO;VILHENA;4
2021-11-04;RR;BOA VISTA;13
2021-11-04;SC;BLUMENAU;6
2021-11-04;SC;BRUSQUE;1
2021-11-04;SC;ITAJAI;2
2021-11-05;BA;JACOBINA;1
2021-11-05;GO;MORRINHOS;1
2021-11-05;MG;ARAGUARI;3
2021-11-05;MG;CATAGUASES;3
2021-11-05;MG;LEOPOLDINA;1
2021-11-05;MG;POCOS DE CALDAS;1
2021-11-05;MT;RONDONOPOLIS;3
2021-11-05;PE;RECIFE;1
2021-11-05;PR;FOZ DO IGUACU;2
2021-11-05;PR;PONTA GROSSA;12
2021-11-05;RJ;ANGRA DOS REIS;3
2021-11-05;RO;PORTO VELHO;8
2021-11-05;RS;PORTO ALEGRE;9
2021-11-05;RS;SAO LEOPOLDO;4
2021-11-06;BA;BARREIRAS;2
2021-11-06;BA;JUAZEIRO;2
2021-11-06;ES;SERRA;7
2021-11-06;MG;POUSO ALEGRE;5
2021-11-06;MT;RONDONOPOLIS;6
2021-11-06;PE;CARUARU;2
2021-11-06;PR;CURITIBA;22
2021-11-06;RJ;ANGRA DOS REIS;3
2021-11-06;RJ;ITAGUAI;2
2021-11-06;RJ;NILOPOLIS;6
2021-11-06;RS;PELOTAS;5
2021-11-06;RS;PORTO ALEGRE;9
2021-11-07;DF;BRASILIA;2
2021-11-08;BA;JUAZEIRO;1
2021-11-08;ES;SERRA;11
2021-11-08;MG;BELO HORIZONTE;13
2021-11-08;PE;CARUARU;4
2021-11-08;PE;OLINDA;4
2021-11-08;PR;CASCAVEL;15
2021-11-08;PR;MARINGA;9
2021-11-08;RJ;ITAGUAI;2
2021-11-08;RJ;NILOPOLIS;4
2021-11-08;RS;PELOTAS;2
2021-11-08;RS;SANTA MARIA;6
2021-11-09;BA;EUNAPOLIS;2
2021-11-09;DF;BRASILIA;64
2021-11-09;ES;VILA VELHA;2
2021-11-09;GO;GOIANIA;21
2021-11-09;MA;SAO LUIS;16
2021-11-09;MS;CAMPO GRANDE;4
2021-11-09;PI;PARNAIBA;3
2021-11-09;RJ;BELFORD ROXO;3
2021-11-09;RN;NATAL;3
2021-11-09;RR;BOA VISTA;17
2021-11-09;RS;PASSO FUNDO;3
2021-11-09;SC;BRUSQUE;1
2021-11-09;TO;PALMAS;12
2021-11-10;BA;ITABUNA;3
2021-11-10;CE;FORTALEZA;10
2021-11-10;GO;RIO VERDE;3
2021-11-10;MA;SANTA INES;1
2021-11-10;MG;CONTAGEM;3
2021-11-10;MG;SAO LOURENCO;1
2021-11-10;MS;DOURADOS;1
2021-11-10;MT;SINOP;1
2021-11-10;PA;ANANINDEUA;3
2021-11-10;PI;TERESINA;5
2021-11-10;RJ;SAO GONCALO;5
2021-11-10;RO;VILHENA;1
2021-11-10;RS;NOVO HAMBURGO;1
2021-11-10;RS;SANTA CRUZ DO SUL;2
2021-11-10;RS;SANTO ANGELO;1
2021-11-10;RS;VIAMAO;12
2021-11-10;SC;BLUMENAU;11
2021-11-11;AM;MANAUS;13
2021-11-11;CE;JUAZEIRO DO NORTE;3
2021-11-11;MG;DIVINOPOLIS;4
2021-11-11;MG;MONTES CLAROS;2
2021-11-11;MG;UBA;2
2021-11-11;PR;COLOMBO;12
2021-11-11;PR;PIRAQUARA;1
2021-11-11;PR;PONTA GROSSA;8
2021-11-11;RJ;MESQUITA;3
2021-11-11;RJ;PETROPOLIS;6
2021-11-11;RJ;QUEIMADOS;1
2021-11-11;RJ;SAO JOAO DE MERITI;7
2021-11-11;RJ;VOLTA REDONDA;6
2021-11-11;RO;PORTO VELHO;33
2021-11-11;RS;CANOAS;8
2021-11-11;SC;RIO DO SUL;1
2021-11-12;BA;ITABUNA;1
2021-11-12;BA;SALVADOR;11
2021-11-12;CE;FORTALEZA;6
2021-11-12;GO;RIO VERDE;3
2021-11-12;MG;CONTAGEM;3
2021-11-12;MS;DOURADOS;6
2021-11-12;MT;CUIABA;1
2021-11-12;PA;ANANINDEUA;2
2021-11-12;PI;TERESINA;2
2021-11-12;PR;SAO JOSE DOS PINHAIS;17
2021-11-12;RO;VILHENA;1
2021-11-12;RS;NOVO HAMBURGO;4
2021-11-12;RS;SANTO ANGELO;1
2021-11-12;RS;VIAMAO;6
2021-11-12;SC;BLUMENAU;7
2021-11-13;ES;SAO GABRIEL DA PALHA;1
2021-11-13;MG;DIVINOPOLIS;3
2021-11-13;MG;GOVERNADOR VALADARES;1
2021-11-13;MG;MONTES CLAROS;6
2021-11-13;MG;PATROCINIO;3
2021-11-13;MG;UBA;5
2021-11-13;MT;CACERES;1
2021-11-13;PA;BELEM;20
2021-11-13;PR;ARAUCARIA;1
2021-11-13;PR;COLOMBO;4
2021-11-13;PR;PIRAQUARA;1
2021-11-13;RJ;DUQUE DE CAXIAS;14
2021-11-13;RJ;PETROPOLIS;8
2021-11-13;RJ;QUEIMADOS;1
2021-11-13;RJ;SAO JOAO DE MERITI;7
2021-11-13;RJ;VOLTA REDONDA;7
2021-11-13;RO;PORTO VELHO;42
2021-11-13;RS;CANOAS;5
2021-11-13;TO;GURUPI;1
2021-11-15;CE;JUAZEIRO DO NORTE;2
2021-11-15;MG;ARAGUARI;1
2021-11-15;MG;CATAGUASES;2
2021-11-15;MG;DIVINOPOLIS;7
2021-11-15;MG;MONTES CLAROS;3
2021-11-15;MT;CACERES;2
2021-11-15;RJ;SAO JOAO DE MERITI;1
2021-11-15;RJ;VOLTA REDONDA;1
2021-11-15;SC;JOINVILLE;2
2021-11-16;AC;RIO BRANCO;14
2021-11-16;ES;CARIACICA;1
2021-11-16;MA;SANTA INES;1
2021-11-16;MG;BELO HORIZONTE;23
2021-11-16;MG;GOVERNADOR VALADARES;2
2021-11-16;MG;PATROCINIO;1
2021-10-23;PR;CURITIBA;33
2021-10-23;RJ;ANGRA DOS REIS;6
2021-10-23;RJ;ITAGUAI;1
2021-10-23;RJ;NILOPOLIS;5
2021-10-23;RS;PELOTAS;1
2021-10-23;RS;PORTO ALEGRE;6
2021-10-23;SC;LAGES;2
2021-10-25;BA;BARREIRAS;2
2021-10-25;BA;LAURO DE FREITAS;2
2021-10-25;ES;VITORIA;5
2021-10-25;GO;ANAPOLIS;1
2021-10-25;GO;MORRINHOS;1
2021-10-25;MT;RONDONOPOLIS;8
2021-10-25;PB;JOAO PESSOA;1
2021-10-25;PR;CURITIBA;27
2021-10-25;RJ;ANGRA DOS REIS;5
2021-10-25;RJ;RIO DE JANEIRO;40
2021-10-25;RR;BOA VISTA;10
2021-10-25;RS;PORTO ALEGRE;15
2021-10-25;SC;BRUSQUE;3
2021-10-25;SC;LAGES;1
2021-10-25;SC;TUBARAO;1
2021-10-26;BA;JUAZEIRO;1
2021-10-26;MG;POCOS DE CALDAS;1
2021-10-26;PA;BELEM;10
2021-10-26;PE;CARUARU;4
2021-10-26;PR;MARINGA;9
2021-10-26;RJ;NITEROI;3
2021-10-26;RS;CAXIAS DO SUL;4
2021-10-27;BA;LAURO DE FREITAS;1
2021-10-27;ES;VITORIA;2
2021-10-27;PB;JOAO PESSOA;1
2021-10-27;PI;TERESINA;3
2021-10-27;PR;PARANAGUA;1
2021-10-27;RJ;BELFORD ROXO;2
2021-10-27;RJ;RIO DE JANEIRO;36
2021-10-27;RO;VILHENA;2
2021-10-27;RR;BOA VISTA;11
2021-10-27;SC;BRUSQUE;2
2021-10-27;SC;FLORIANOPOLIS;2
2021-10-28;BA;BARREIRAS;1
2021-10-28;MG;DIVINOPOLIS;6
2021-10-28;MG;POCOS DE CALDAS;4
2021-10-28;MG;UBA;2
2021-10-28;PA;BELEM;9
2021-10-28;PE;CARUARU;2
2021-10-28;PE;RECIFE;2
2021-10-28;PR;CURITIBA;31
2021-10-28;PR;MARINGA;4
2021-10-28;RJ;PETROPOLIS;4
2021-10-28;RJ;SAO JOAO DE MERITI;13
2021-10-28;RJ;VOLTA REDONDA;3
2021-10-28;RS;CAXIAS DO SUL;6
2021-10-29;BA;EUNAPOLIS;1
2021-10-29;ES;VILA VELHA;2
2021-10-29;MG;LEOPOLDINA;1
2021-10-29;PI;TERESINA;4
2021-10-29;RJ;BELFORD ROXO;7
2021-10-29;RJ;CABO FRIO;3
2021-10-29;RO;VILHENA;1
2021-10-29;SC;CRICIUMA;1
2021-10-30;AC;RIO BRANCO;7
2021-10-30;ES;SERRA;6
2021-10-30;MG;BELO HORIZONTE;21
2021-10-30;MG;BETIM;4
2021-10-30;PE;OLINDA;2
2021-10-30;PR;CASCAVEL;3
2021-10-30;PR;COLOMBO;11
2021-10-30;RJ;NILOPOLIS;7
2021-10-30;RJ;QUEIMADOS;3
2021-10-30;RS;CANOAS;11
2021-10-30;RS;SANTA MARIA;2
2021-10-30;SP;SAO PAULO;1
2021-10-31;MG;MONTES CLAROS;1
2021-11-01;AC;RIO BRANCO;17
2021-11-01;ES;CARIACICA;3
2021-11-01;MA;SANTA INES;2
2021-11-01;MG;BELO HORIZONTE;29
2021-11-01;MG;GOVERNADOR VALADARES;1
2021-11-01;MG;PATROCINIO;2
2021-11-01;MT;SINOP;5
2021-11-01;PE;OLINDA;7
2021-11-01;PR;CASCAVEL;8
2021-11-01;RJ;DUQUE DE CAXIAS;1
2021-11-01;RJ;SAO GONCALO;5
2021-11-01;RS;PELOTAS;1
2021-11-01;RS;SANTA CRUZ DO SUL;1
2021-11-01;RS;SANTA MARIA;5
2021-11-02;ES;CARIACICA;2
2021-11-02;GO;APARECIDA DE GOIANIA;8
2021-11-02;RJ;NITEROI;2
2021-11-03;ES;VITORIA;3
2021-11-03;MG;JUIZ DE FORA;3
2021-11-03;PR;FLORESTA;1
2021-11-03;PR;PARANAGUA;1
2021-11-03;PR;PINHAIS;9
2021-11-03;RJ;CABO FRIO;5
2021-11-03;RJ;CAMPOS DOS GOYTACAZES;1
2021-11-03;RJ;NOVA IGUACU;8
2021-11-03;RJ;RIO DE JANEIRO;39
2021-11-03;RO;JI-PARANA;7
2021-11-03;RS;ALVORADA;3
2021-11-03;SC;CRICIUMA;1
2021-11-03;SC;FLORIANOPOLIS;1
2021-11-03;SC;JOINVILLE;5
2021-11-03;SC;LAGES;5
2021-11-03;SE;ARACAJU;2
2021-11-04;AP;MACAPA;8
2021-11-04;GO;APARECIDA DE GOIANIA;29
2021-11-04;GO;GOIANIA;18
2021-11-04;MA;SANTA INES;2
2021-11-04;MG;CONTAGEM;4
2021-11-04;MS;DOURADOS;8
2021-11-04;MT;CUIABA;3
2021-11-04;MT;SINOP;5
2021-11-04;RJ;SAO GONCALO;4
2021-11-04;RS;NOVO HAMBURGO;4
2021-11-04;RS;PASSO FUNDO;7
2021-11-04;RS;SANTA CRUZ DO SUL;3
2021-11-04;RS;VIAMAO;10
2021-11-05;AM;MANAUS;18
2021-11-05;BA;BARREIRAS;3
2021-11-05;CE;JUAZEIRO DO NORTE;1
2021-11-05;ES;VITORIA;3
2021-11-05;GO;ANAPOLIS;2
2021-11-05;MG;BETIM;1
2021-11-05;MG;DIVINOPOLIS;4
2021-11-05;MG;MONTES CLAROS;3
2021-11-05;MG;POUSO ALEGRE;1
2021-11-05;PB;JOAO PESSOA;1
2021-11-05;PR;ARAUCARIA;1
2021-11-05;PR;CURITIBA;28
2021-11-05;RJ;MESQUITA;5
2021-11-05;RJ;NOVA IGUACU;7
2021-11-05;RJ;RIO DE JANEIRO;30
2021-11-05;RS;ALVORADA;12
2021-11-06;AC;RIO BRANCO;26
2021-11-06;BA;FEIRA DE SANTANA;1
2021-11-06;ES;CACHOEIRO DE ITAPEMIRIM;2
2021-11-06;MG;DIVINOPOLIS;3
2021-11-06;MG;PATROCINIO;1
2021-11-06;MG;UBA;2
2021-11-06;PA;BELEM;19
2021-11-06;PR;COLOMBO;2
2021-11-06;RJ;DUQUE DE CAXIAS;10
2021-11-06;RJ;PETROPOLIS;10
2021-11-06;RJ;QUEIMADOS;4
2021-11-06;RJ;SAO JOAO DE MERITI;9
2021-11-06;RJ;VOLTA REDONDA;3
2021-11-06;RS;CANOAS;7
2021-11-06;SC;RIO DO SUL;1
2021-11-08;AC;RIO BRANCO;20
2021-11-30;RO;JI-PARANA;5
2021-11-30;RO;VILHENA;2
2021-11-30;SC;BLUMENAU;6
2021-11-30;SC;LAGES;6
2021-11-30;SE;ARACAJU;2
2021-12-01;AM;MANAUS;20
2021-12-01;BA;TEIXEIRA DE FREITAS;3
2021-12-01;BA;VITORIA DA CONQUISTA;5
2021-12-01;DF;BRASILIA;34
2021-12-01;ES;NOVA VENECIA;1
2021-12-01;MG;BELO HORIZONTE;10
2021-12-01;MG;DIVINOPOLIS;3
2021-12-01;MG;MONTES CLAROS;4
2021-12-01;MG;SETE LAGOAS;3
2021-12-01;MG;UBA;1
2021-12-01;PE;PETROLINA;1
2021-12-01;PR;COLOMBO;13
2021-12-01;RJ;MESQUITA;4
2021-12-01;RJ;PETROPOLIS;7
2021-12-01;RJ;VOLTA REDONDA;4
2021-12-01;RR;BOA VISTA;10
2021-12-01;SC;ITAJAI;3
2021-12-02;AC;RIO BRANCO;12
2021-12-02;BA;LAURO DE FREITAS;1
2021-12-02;CE;JUAZEIRO DO NORTE;3
2021-12-02;ES;CARIACICA;2
2021-12-02;MA;SANTA INES;1
2021-12-02;MG;PATROCINIO;2
2021-12-02;MT;SINOP;5
2021-12-02;RJ;BELFORD ROXO;1
2021-12-02;RJ;DUQUE DE CAXIAS;10
2021-12-02;RJ;SAO GONCALO;2
2021-12-02;RJ;SAO JOAO DE MERITI;9
2021-12-02;RS;CAMAQUA;1
2021-12-03;AM;MANAUS;20
2021-12-03;BA;TEIXEIRA DE FREITAS;1
2021-12-03;BA;VITORIA DA CONQUISTA;1
2021-12-03;ES;NOVA VENECIA;1
2021-12-03;MG;JUIZ DE FORA;4
2021-12-03;MG;SETE LAGOAS;3
2021-12-03;MG;VARGINHA;1
2021-12-03;PR;PINHAIS;5
2021-12-03;RJ;CAMPOS DOS GOYTACAZES;2
2021-12-03;RJ;MESQUITA;3
2021-12-03;RS;ALVORADA;4
2021-12-03;SC;ITAJAI;1
2021-12-04;AC;RIO BRANCO;13
2021-12-04;BA;EUNAPOLIS;2
2021-12-04;CE;JUAZEIRO DO NORTE;3
2021-12-04;ES;SAO GABRIEL DA PALHA;1
2021-12-04;ES;VILA VELHA;1
2021-12-04;GO;GOIANIA;10
2021-12-04;MG;GOVERNADOR VALADARES;1
2021-12-04;MG;PATROCINIO;1
2021-12-04;MG;RIBEIRAO DAS NEVES;1
2021-12-04;RJ;BELFORD ROXO;5
2021-12-04;RJ;DUQUE DE CAXIAS;25
2021-12-04;RS;CANOAS;4
2021-12-04;RS;PASSO FUNDO;1
2021-12-04;SC;JOINVILLE;3
2021-12-04;TO;GURUPI;1
2021-12-06;AP;MACAPA;12
2021-12-06;BA;EUNAPOLIS;1
2021-12-06;BA;FEIRA DE SANTANA;1
2021-12-06;ES;CACHOEIRO DE ITAPEMIRIM;2
2021-12-06;GO;APARECIDA DE GOIANIA;27
2021-12-06;GO;GOIANIA;15
2021-12-06;PR;MARINGA;6
2021-12-06;PR;PIRAQUARA;2
2021-12-06;PR;PONTA GROSSA;3
2021-12-06;RO;PORTO VELHO;26
2021-12-06;RS;CANOAS;5
2021-12-06;RS;PASSO FUNDO;7
2021-12-06;SC;JOINVILLE;4
2021-12-06;SE;ARACAJU;2
2021-12-07;BA;BARREIRAS;6
2021-12-07;BA;JUAZEIRO;1
2021-12-07;BA;SALVADOR;25
2021-12-07;CE;MARACANAU;1
2021-12-07;GO;ANAPOLIS;2
2021-12-07;PI;TERESINA;2
2021-12-07;PR;ALMIRANTE TAMANDARE;2
2021-12-07;RJ;ARMACAO DOS BUZIOS;3
2021-12-07;RO;JI-PARANA;4
2021-12-07;RO;VILHENA;3
2021-12-07;SC;BLUMENAU;7
2021-12-07;SC;LAGES;3
2021-12-08;ES;CACHOEIRO DE ITAPEMIRIM;3
2021-12-08;GO;APARECIDA DE GOIANIA;25
2021-12-08;PE;CARUARU;1
2021-12-08;PE;RECIFE;3
2021-12-08;PR;MARINGA;8
2021-12-08;PR;PONTA GROSSA;9
2021-12-08;PR;SAO JOSE DOS PINHAIS;24
2021-12-08;RJ;NITEROI;2
2021-12-08;RO;CACOAL;1
2021-12-08;RO;PORTO VELHO;34
2021-12-08;SE;ARACAJU;1
2021-12-09;BA;BARREIRAS;4
2021-12-09;BA;ITABUNA;2
2021-12-09;BA;SALVADOR;13
2021-12-09;CE;FORTALEZA;13
2021-12-09;GO;ANAPOLIS;4
2021-12-09;MG;BETIM;10
2021-12-09;PB;JOAO PESSOA;1
2021-12-09;PI;TERESINA;5
2021-12-09;RJ;BARRA MANSA;1
2021-12-09;RO;VILHENA;3
2021-12-09;RS;ELDORADO DO SUL;1
2021-12-09;SC;BLUMENAU;6
2021-12-09;SC;RIO DO SUL;1
2021-12-09;SP;SAO PAULO;1
2021-12-10;CE;FORTALEZA;11
2021-12-10;GO;ANAPOLIS;2
2021-12-10;MG;BETIM;3
2021-12-10;PB;JOAO PESSOA;1
2021-12-10;PE;OLINDA;9
2021-12-10;PR;CASCAVEL;11
2021-12-10;PR;PARANAGUA;2
2021-12-10;RJ;NOVA IGUACU;7
2021-12-10;RJ;QUEIMADOS;1
2021-12-10;RJ;RIO DE JANEIRO;36
2021-12-10;RS;SANTA MARIA;9
2021-12-10;SC;CRICIUMA;2
2021-12-10;SC;RIO DO SUL;2
2021-12-10;SP;SAO PAULO;1
2021-12-11;MG;ARAGUARI;2
2021-12-11;MG;POUSO ALEGRE;2
2021-12-11;PA;ANANINDEUA;2
2021-12-11;PA;MARABA;10
2021-12-11;PE;CARUARU;2
2021-12-11;PE;RECIFE;6
2021-12-11;PI;PARNAIBA;3
2021-12-11;PR;CURITIBA;15
2021-12-11;PR;SAO JOSE DOS PINHAIS;13
2021-12-11;RJ;BARRA DO PIRAI;1
2021-12-11;RJ;NITEROI;2
2021-12-11;RS;CAXIAS DO SUL;4
2021-12-11;RS;SAO LEOPOLDO;3
2021-12-11;SC;TUBARAO;1
2021-12-13;AP;MACAPA;7
2021-12-13;ES;CACHOEIRO DE ITAPEMIRIM;3
2021-12-13;GO;APARECIDA DE GOIANIA;30
2021-12-13;GO;GOIANIA;22
2021-12-13;MG;ARAGUARI;3
2021-12-13;PR;MARINGA;16
2021-12-13;PR;PONTA GROSSA;10
2021-12-13;PR;SAO JOSE DOS PINHAIS;14
2021-12-13;RJ;NITEROI;4
2021-12-13;RO;PORTO VELHO;31
2021-08-18;MG;CONTAGEM;2
2021-08-18;MG;NOVA LIMA;1
2021-08-18;MS;CAMPO GRANDE;12
2021-08-18;MT;CUIABA;4
2021-08-18;PI;TERESINA;3
2021-08-18;RJ;ARMACAO DOS BUZIOS;2
2021-08-18;RJ;MARICA;1
2021-08-18;RS;SANTO ANGELO;2
2021-08-18;RS;VIAMAO;1
2021-08-18;SC;BLUMENAU;7
2021-08-18;SC;BRUSQUE;2
2021-08-18;SC;ITAJAI;4
2021-08-19;AL;ARAPIRACA;1
2021-08-19;GO;ANAPOLIS;1
2021-08-19;MG;BETIM;4
2021-08-19;MG;DIVINOPOLIS;4
2021-08-19;MG;GOVERNADOR VALADARES;1
2021-08-19;MG;MONTES CLAROS;3
2021-08-19;MG;UBA;4
2021-08-19;PA;BELEM;11
2021-08-19;PB;CAMPINA GRANDE;2
2021-08-19;PR;COLOMBO;12
2021-08-19;PR;PIRAQUARA;1
2021-08-19;RJ;ANGRA DOS REIS;4
2021-08-19;RJ;ITAGUAI;1
2021-08-19;RJ;PETROPOLIS;6
2021-08-19;RJ;SAO JOAO DE MERITI;11
2021-08-19;RJ;VOLTA REDONDA;7
2021-08-19;RS;CANOAS;8
2021-08-19;RS;PELOTAS;4
2021-08-19;RS;PORTO ALEGRE;9
2021-08-19;SC;RIO DO SUL;1
2021-08-19;SC;TUBARAO;1
2021-08-20;BA;FEIRA DE SANTANA;1
2021-08-20;MA;IMPERATRIZ;1
2021-08-20;MG;PATROCINIO;1
2021-08-20;PA;BELEM;13
2021-08-20;PR;CASCAVEL;8
2021-08-20;PR;PIRAQUARA;1
2021-08-20;RJ;SAO JOAO DE MERITI;15
2021-08-20;RJ;VOLTA REDONDA;1
2021-08-20;RS;CANOAS;5
2021-08-20;RS;PELOTAS;1
2021-08-20;SC;RIO DO SUL;4
2021-08-21;AM;MANAUS;8
2021-08-21;BA;JEQUIE;1
2021-08-21;ES;VITORIA;4
2021-08-21;MG;BETIM;3
2021-08-21;MG;LEOPOLDINA;1
2021-08-21;MG;MONTES CLAROS;4
2021-08-21;MG;POCOS DE CALDAS;2
2021-08-21;PI;PARNAIBA;1
2021-08-21;RJ;ANGRA DOS REIS;2
2021-08-21;RJ;CAMPOS DOS GOYTACAZES;1
2021-08-21;RJ;RIO DE JANEIRO;28
2021-08-21;RS;ALVORADA;4
2021-08-21;RS;PORTO ALEGRE;5
2021-08-21;SC;CRICIUMA;1
2021-08-23;BA;BARREIRAS;6
2021-08-23;MT;RONDONOPOLIS;7
2021-08-23;PR;CURITIBA;25
2021-08-23;PR;FOZ DO IGUACU;2
2021-08-23;PR;PONTA GROSSA;9
2021-08-23;RJ;MESQUITA;3
2021-08-23;RO;PORTO VELHO;22
2021-08-24;CE;FORTALEZA;11
2021-08-24;DF;BRASILIA;6
2021-08-24;ES;CARIACICA;2
2021-08-24;GO;APARECIDA DE GOIANIA;12
2021-08-24;MS;DOURADOS;3
2021-08-24;MT;SINOP;4
2021-08-24;PA;ANANINDEUA;3
2021-08-24;PE;OLINDA;5
2021-08-24;RJ;SAO GONCALO;2
2021-08-24;RO;VILHENA;3
2021-08-24;RS;PASSO FUNDO;4
2021-08-24;RS;SANTA CRUZ DO SUL;4
2021-08-25;AM;MANAUS;18
2021-08-25;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-08-25;ES;VITORIA;1
2021-08-25;GO;ANAPOLIS;1
